,mod,wt
95740,3,435
89493,2,436
95742,0,12
93411,2,437
89492,2,205
89495,2,7
89494,2,1
109509,1,1
109508,2,68
89497,2,438
109503,2,1
109507,0,3
109506,1,2
109505,1,5
109504,1,83
89499,2,128
89498,2,438
98395,0,52
93575,2,439
89971,2,440
112451,1,5
112450,1,1
112453,1,5
112452,1,2
112455,1,1
112454,1,83
112457,1,1
112456,1,1
112459,1,83
112458,2,1
92439,2,1
92438,2,441
92437,2,442
92436,0,12
92435,0,22
92434,2,95
92433,2,14
92432,2,14
92431,2,13
92430,2,106
2773182,2,1
111379,2,1
111378,1,83
111371,1,2
111370,1,5
111373,1,5
111372,1,5
111375,1,5
111374,0,12
111377,1,1
111376,2,1
93571,0,12
85384,2,443
106883,1,2
106882,2,30
106881,1,2
106880,1,5
106887,1,9
106886,1,9
106885,2,1
106884,1,5
106889,1,5
106888,1,2
91445,2,228
94598,0,12
94599,3,2
92293,2,6
92291,0,12
92290,2,144
92297,3,2
92296,0,444
92295,1,3
87845,1,1
92299,1,2
92298,2,445
91444,2,446
97204,0,3
93748,2,144
902770,1,5
93746,2,7
93747,2,232
93744,2,42
93745,2,95
93742,0,22
93743,2,90
93740,2,447
93741,2,8
110427,0,1
110422,2,80
110423,1,5
110420,1,1
110421,0,21
100830,0,36
107823,1,2
107820,2,30
100833,1,1
100834,0,1
100835,0,3
100836,2,30
107825,1,5
110960,1,5
110966,2,68
110965,1,5
1997430,2,8
110968,1,5
205713,2,1
95336,2,79
91727,2,448
98738,2,12
98739,1,3
98736,2,76
98737,2,90
98734,2,76
98735,2,76
98732,0,22
98733,2,5
98730,0,69
93579,2,53
92574,2,313
101873,2,25
101872,0,12
101871,2,76
101870,0,21
101876,0,21
101875,2,1
101874,0,21
205712,2,1
92865,2,439
98613,2,259
2527082,19,449
106065,0,21
106064,1,2
106067,1,5
106066,0,1
106061,1,5
106060,0,52
106063,1,5
106062,2,30
106069,0,67
106068,0,35
102995,0,82
102994,2,7
102997,2,44
102996,0,22
102991,1,5
102990,1,5
102993,2,1
102992,1,1
94650,0,35
102999,2,379
102998,1,1
94424,46,450
93415,3,451
94425,1,7
89434,3,112
91605,2,452
112716,3,1
112717,1,59
112714,2,0
112715,2,1
112712,1,1
112713,1,2
112710,2,1
112711,2,1
89727,2,128
89726,2,13
89725,0,3
89724,3,112
89723,2,453
89722,3,31
112718,1,5
112719,1,3
103112,0,1
103113,0,3
103110,2,454
103111,0,455
103116,1,12
103117,1,12
103114,0,12
103115,0,1
85873,0,456
85872,2,234
103118,0,11
85877,3,284
85876,47,457
90202,2,154
812450,2,68
87732,4,458
87733,4,459
87730,0,156
87731,2,460
87736,2,7
87737,0,12
87738,2,461
87739,2,462
88854,3,110
92867,1,5
88459,0,2
88456,2,13
88454,2,337
88455,0,12
88452,12,463
88453,0,3
88451,3,464
94505,0,465
103800,2,20
103801,3,2
103802,2,0
103803,2,13
103804,2,0
103805,2,1
103806,0,466
103807,2,467
103808,2,0
103809,0,36
88189,2,274
94364,13,468
86065,0,131
86064,0,52
86067,2,204
86061,0,1
86062,3,22
94507,0,131
88791,0,52
94506,0,36
94501,3,469
88793,0,1
90877,2,470
90876,1,1
90879,0,1
90878,2,471
110648,1,472
102608,0,473
110649,1,5
110646,1,5
101408,2,13
101409,0,3
110647,1,5
101402,0,3
101403,2,3
101400,0,12
101401,2,44
101406,0,5
101407,0,474
101404,0,21
101405,2,475
101042,0,3
101043,2,476
104036,2,68
101041,1,2
89464,2,3
89465,0,477
89466,2,51
89462,2,97
89463,2,128
88798,2,14
91562,2,17
91564,2,13
1446580,0,478
91566,0,3
94457,2,7
94456,0,12
94455,1,2
96026,0,479
94454,1,2
94451,1,2
98317,0,1
94450,1,1
97321,1,3
88690,2,1
111175,1,5
111174,0,1
111173,1,83
111172,1,2
111170,1,2
89448,0,3
89449,0,3
145662,1,5
145663,2,9
85442,0,480
95037,2,481
118189,1,5
118188,1,2
118185,48,482
118184,1,2
118187,2,0
118186,2,7
118181,2,1
118180,1,83
118183,1,2
118182,2,30
85444,3,483
85445,2,484
1522352,2,9
85449,2,251
85949,2,485
85948,2,35
93940,0,12
93942,0,486
93943,2,487
93944,2,13
93945,0,22
93946,2,488
93947,0,3
93948,0,12
85943,49,489
96718,0,3
85942,2,490
86331,2,491
99526,0,12
86333,3,492
99527,0,12
99520,0,50
93347,3,493
99521,0,3
99523,2,76
87352,2,494
216806,2,1
87354,0,495
97529,2,91
87355,0,496
98970,2,76
98972,0,69
98974,0,12
87356,2,497
98976,2,76
98977,1,2
98978,2,128
94628,2,19
102209,2,1
102208,2,213
102205,1,5
102204,1,30
102207,0,12
102206,2,30
102201,0,1
102200,2,19
104917,1,5
104916,2,9
108069,1,5
108068,2,68
104913,2,1
104912,1,2
104910,50,498
108067,0,35
108066,1,2
92097,0,499
96482,0,12
106458,1,2
91399,2,379
91398,0,12
106454,1,1
106455,1,2
106457,29,255
106450,2,1
106451,1,2
106452,2,30
106453,2,500
99623,2,30
99622,1,3
99621,1,12
99627,0,501
99626,1,1
99625,2,14
99624,0,22
99629,2,44
94469,2,382
109338,1,5
109339,2,81
109330,1,2
109331,1,2
109332,1,83
109333,1,2
109334,2,67
109335,1,2
109336,1,2
109337,2,2
97471,3,502
91973,2,2
2676592,2,14
2676593,1,1
91975,2,503
91974,3,504
91979,2,505
91978,2,13
145837,2,1
145836,0,346
100119,2,30
100118,3,506
107328,1,59
145831,0,1
145830,2,68
100110,2,475
100116,2,129
100115,0,215
95200,4,507
86531,0,508
90121,2,79
98285,0,12
92164,0,52
92118,2,7
92035,0,22
92034,3,509
92039,2,362
92038,0,1
95328,2,475
95329,2,475
101248,2,14
101249,2,204
92111,3,1
101240,51,305
101241,0,35
101242,5,78
101243,47,510
101244,2,76
101245,2,204
101246,2,1
101247,1,2
98509,1,2
98508,2,259
95325,1,1
95188,4,461
94973,1,5
98501,0,3
95322,2,25
98503,0,12
95189,2,9
98505,2,76
98504,0,131
98507,2,1
92115,2,9
618680,1,1
92116,0,62
92117,3,31
104144,2,1
104146,2,14
104147,2,68
104140,2,9
104141,2,21
104142,0,11
104143,2,511
130161,1,2
130160,1,5
130162,1,5
104148,0,10
104149,0,21
87088,0,22
87089,2,90
88343,1,1
87080,2,1
87081,2,240
87082,0,9
87083,3,186
87084,2,512
87085,2,44
87087,2,513
101936,0,10
101937,0,82
101934,0,12
101935,1,3
101932,2,13
101933,2,292
101930,0,82
101931,0,21
101938,0,21
101939,2,1
88344,2,9
95202,2,9
88345,2,30
105235,2,68
105234,0,1
105236,0,1
105231,2,9
105230,0,12
105233,1,1
105232,1,5
110954,1,2
97328,0,12
97280,2,13
95847,2,37
97284,0,3
108500,2,13
108501,1,12
108502,1,5
86904,2,13
86905,4,514
136989,2,1
136988,2,1
136985,31,1
136984,1,5
136987,1,1
136986,1,2
86408,3,2
86900,0,515
86901,2,19
103303,2,44
103302,0,1
103301,1,2
103300,2,68
103307,2,290
103306,0,21
103305,1,3
103304,2,68
90614,2,128
103309,0,11
103308,2,516
91874,2,6
1632120,0,50
96122,0,48
87505,1,3
87506,0,496
87500,2,44
87503,0,3
100652,0,35
127899,1,2
127898,1,2
84971,2,517
127894,1,5
127897,1,2
100651,1,2
100656,0,1
100657,0,3
100658,2,13
100659,0,21
97252,2,518
90558,2,13
90559,3,519
90556,2,129
90557,0,1
90554,0,520
90555,2,9
90553,2,30
90550,0,521
90551,2,382
96864,0,12
96865,2,9
96866,2,25
96860,3,522
96861,0,33
96862,0,3
96863,2,1
96868,2,76
96869,3,5
1577306,2,128
90616,2,21
90088,3,523
90089,4,524
1853063,2,382
99644,3,525
112828,2,68
112829,1,2
112824,1,59
112825,1,5
112826,2,1
112827,2,1
112820,0,12
112821,1,2
112822,0,36
112823,1,2
1992717,1,2
1087770,0,526
1087773,2,13
95078,0,3
111709,0,12
110325,1,83
110324,1,2
110327,2,1
94642,2,40
110326,1,83
89899,3,527
89898,0,528
94643,7,2
89895,3,365
89897,2,529
89896,2,530
89891,2,9
89890,23,199
89893,13,7
110320,2,1
110323,1,2
110322,1,1
88809,2,7
118390,2,2
85637,2,2
118391,1,83
117957,1,5
117956,0,36
117955,2,1
117954,1,2
117953,2,44
117952,0,1
117950,1,1
118394,2,68
117959,2,7
104452,1,1
98349,40,1
98348,2,13
104453,1,2
98343,1,1
98342,2,13
98341,0,531
118397,1,2
98347,0,135
104450,0,21
98344,3,35
110075,1,5
110077,1,1
110076,1,1
110070,1,5
110073,2,68
92932,0,12
104456,0,21
92930,0,532
92931,0,3
110079,2,1
110078,2,1
92934,3,533
118135,1,1
104302,2,1
104301,2,2
104306,1,1
104307,1,12
104304,1,5
104305,0,12
104309,1,1
96039,3,204
96038,2,534
106238,0,1
106239,0,12
106235,0,1
106236,1,2
106230,1,2
106231,1,2
92608,2,189
112538,1,5
112539,2,1
95781,4,535
104979,0,30
104978,1,1
91983,2,97
91981,0,3
91987,2,7
91985,0,12
97347,1,2
97344,0,35
97345,0,69
97342,0,105
97343,2,13
97340,1,3
97341,0,3
85713,0,156
97348,1,2
97349,0,12
99120,2,427
99121,0,105
99123,2,1
99124,2,1
99125,0,536
99126,0,50
99127,2,7
99128,0,1
99129,3,537
107548,1,59
107545,0,52
107544,1,5
107547,1,1
107546,3,538
107541,0,35
107540,1,2
107543,1,2
107542,1,2
99310,1,7
102079,2,44
102072,0,12
102073,1,1
102070,2,13
102071,1,2
102074,2,30
102075,0,21
98835,1,3
98834,1,3
98837,2,259
98836,2,14
98831,2,37
98830,2,76
98833,0,3
98832,1,12
98839,2,5
98838,2,21
95368,1,2
108746,1,5
108747,1,5
108744,0,131
108745,1,5
108742,1,5
108743,1,2
108740,1,5
108741,1,5
104898,2,1
104899,2,539
85766,2,428
104893,1,35
104890,1,5
104891,1,3
104896,1,2
104897,0,1
104894,1,1
104895,1,2
85761,2,67
1744922,2,189
108298,1,5
108299,1,2
108290,1,5
108291,0,52
108292,2,0
108293,0,52
108294,0,52
108295,1,5
108296,1,5
108297,1,83
106793,1,2
106792,1,2
106791,2,30
106790,2,30
106795,1,540
106794,2,541
99550,0,50
85769,2,7
85768,0,5
95369,1,1
218177,2,1
103679,2,542
103678,2,30
103673,3,543
103672,2,475
103671,0,12
103670,1,5
103677,0,1
103676,1,2
103675,2,30
103674,0,10
105854,2,544
105857,1,2
105851,0,1
105859,2,1
105858,0,12
92581,3,545
92580,2,9
92587,2,7
92585,0,3
92589,2,53
87437,0,1
92834,1,5
87436,2,1
87431,1,5
87695,2,441
87696,2,546
131159,2,0
131158,1,2
131157,2,1
131156,2,1
131155,1,1
131154,1,83
131153,0,30
131152,2,1
131151,1,2
131150,1,83
110916,1,5
110915,1,5
100320,0,12
100321,0,10
100322,0,1
100323,2,9
100324,2,12
100325,0,12
100326,3,547
1088038,1,2
90621,2,8
86924,0,22
86925,2,139
86926,2,548
86923,2,549
93936,4,550
92188,2,129
90623,2,338
98177,0,3
90624,2,13
815038,1,2
90626,0,3
2518125,3,1
90627,0,201
87328,2,551
89627,0,36
87325,2,7
87327,2,44
87326,2,290
87320,2,336
87323,0,10
87322,2,552
97235,2,1
85788,2,553
98602,7,5
92066,2,9
98603,0,33
97231,2,427
98600,52,554
89625,2,373
98601,2,76
98606,2,242
98607,0,1
90747,2,19
97116,3,352
2678468,2,2
2678466,1,5
98457,0,105
86498,2,555
86494,2,44
86495,0,556
86497,2,557
86490,0,52
86492,2,558
86493,2,559
99058,0,21
88928,2,42
88927,2,560
88924,2,281
88922,0,12
88923,2,30
86148,0,1
86149,1,2
86143,46,450
86140,2,350
86141,0,561
86146,13,7
86144,0,1
86145,2,562
96231,3,387
96230,1,3
96233,0,12
96232,0,12
96234,0,30
96237,0,201
96236,3,62
96239,1,1
1322284,2,563
89349,1,564
96589,2,189
89341,2,234
89340,2,565
89343,2,154
89342,15,347
89345,0,1
89347,45,566
89346,0,1
103530,0,1
103531,1,5
103532,1,2
103533,31,1
103534,0,3
103535,1,5
103536,1,5
103537,0,1
103538,0,21
88698,0,12
88699,0,12
96591,1,1
97182,2,475
97183,2,25
97184,2,9
97185,0,50
97186,0,12
97188,0,48
99322,1,5
99323,0,69
99326,0,1
99327,2,25
85676,2,215
99325,0,21
118279,2,13
118278,1,2
118273,0,36
118272,0,1
118271,2,2
118270,2,1
118277,1,83
118276,1,5
118275,3,567
118274,1,2
90329,2,568
90321,3,411
90320,2,1
90322,2,57
90325,2,569
102148,0,3
89025,2,13
90326,2,570
102149,2,571
94815,0,290
96595,0,1
94912,0,273
86388,1,1
86389,0,131
96597,0,36
219512,1,2
98905,0,10
98907,2,427
96824,0,12
96000,2,13
98906,0,22
98901,2,76
98900,2,427
106809,1,5
106808,1,5
106803,1,5
106807,2,68
106806,0,10
106805,2,30
97966,1,12
97964,3,7
97965,0,3
97962,0,10
97963,2,1
97960,0,1
97968,2,572
92219,7,573
92218,0,12
92213,3,268
92212,0,56
92211,3,574
92210,0,22
92216,7,2
92215,0,3
92214,2,141
111515,1,2
111514,1,2
111517,1,5
111516,0,36
111511,1,1
111510,1,1
111513,2,68
111512,0,575
87596,0,576
95259,2,1
90467,0,14
87597,2,577
87318,2,9
89954,3,578
95598,0,12
91378,0,105
99952,0,12
1210205,2,274
99145,0,93
99861,0,1
99860,3,1
99863,0,12
99862,2,427
99865,0,10
99867,3,360
99866,0,33
99869,0,35
99868,1,3
104513,1,1
104512,2,80
104511,0,10
104510,1,1
104517,0,1
104516,2,13
104515,2,1
104514,1,5
104519,1,5
104518,1,1
105646,2,30
105647,53,579
94847,0,3
94848,0,3
94849,0,3
107738,1,2
107739,1,2
107732,2,30
107733,1,1
107730,1,2
107731,1,5
107736,1,2
107737,1,5
107734,1,1
107735,1,1
109828,1,2
109829,0,21
87489,2,13
109820,1,5
109821,2,2
109822,2,1
109823,1,30
109824,0,12
109825,1,2
109826,0,1
109827,31,1
112798,2,1
112799,0,1
112796,0,52
112797,2,1
112794,1,2
112795,1,83
112792,1,5
112793,1,5
112790,48,580
112791,1,5
100429,0,3
100423,0,35
100422,2,13
100421,2,13
100420,0,69
100427,3,2
100426,54,309
94264,0,3
93511,0,105
108158,1,5
108157,1,1
108156,2,30
108155,1,2
108154,2,68
108153,1,5
108152,2,1
108151,1,5
108150,1,2
94265,2,50
1095862,0,3
93519,2,9
93518,3,581
91263,15,582
91262,2,289
91261,3,7
88197,0,156
91267,0,1
91266,2,1
103738,0,1
103739,2,67
103736,2,9
103737,2,583
103734,2,1
103735,1,2
103732,2,44
103733,0,44
103730,2,14
96001,0,584
91300,55,585
100289,0,3
100288,1,5
100287,1,5
100286,1,2
100285,0,35
100284,0,1
100283,2,150
100282,0,33
100281,2,13
100280,1,1
91303,2,9
91306,2,281
101770,2,14
101771,2,102
101772,0,36
101773,1,5
101774,2,1
101775,0,36
101776,0,36
101777,0,10
103888,1,5
103889,1,1
87958,2,235
87959,2,586
103880,0,3
103881,1,5
103882,2,13
103883,2,583
103884,2,44
103885,0,21
103886,17,2
103887,1,2
96064,2,13
101482,0,1
101483,0,3
101480,1,3
101481,0,1
101486,0,36
101487,0,3
101484,0,1
101485,0,1
101488,0,12
101489,2,5
94097,2,587
94096,2,588
94095,0,12
94093,1,2
2670966,2,1
2670965,1,2
90964,0,333
110130,1,5
110131,1,5
110132,1,5
110133,1,1
110134,1,1
85628,2,9
110135,1,1
110136,2,8
110137,1,5
91047,56,589
95066,2,13
108830,1,2
108837,1,1
108838,1,5
91044,2,66
87179,2,590
87174,2,591
87175,0,52
87177,1,1
118459,1,3
118458,1,5
99345,1,2
118453,2,2
118452,1,1
118451,0,52
118450,2,1
118457,2,30
118456,1,5
118455,1,5
118454,0,36
97036,1,3
99347,0,12
86921,3,592
99340,3,345
91042,8,593
99349,0,3
118250,1,83
88542,57,594
97778,3,1
88719,2,382
88718,2,595
97777,0,596
88711,0,22
88713,2,97
88712,2,7
88715,0,3
88714,8,97
88717,9,99
97776,0,3
89385,2,597
97774,0,52
94580,2,9
85592,2,7
85593,2,7
91281,7,5
88789,0,12
801110,1,2
97773,2,13
94338,1,2
94339,2,13
88548,2,65
91280,3,13
90828,2,3
90829,0,9
90827,0,52
90824,0,3
90825,2,598
90822,2,599
90823,3,600
90820,2,13
90821,2,1
97613,0,3
96798,2,601
96799,2,1
96796,3,52
96797,0,602
96794,0,3
96795,1,2
96793,1,5
96790,0,5
96791,0,12
88549,2,25
97448,0,1
89386,2,416
98521,1,3
97441,3,2
97440,0,9
97443,2,37
97442,2,29
97445,2,603
97444,0,50
97447,2,604
97446,0,3
90794,2,141
90795,2,141
90796,2,1
90797,0,139
90790,0,192
90791,2,19
90792,2,13
90793,2,139
91361,0,22
90798,3,284
90799,0,1
91282,2,90
118338,0,12
118339,1,2
118336,2,605
118337,2,7
118334,1,59
118335,1,5
118332,1,2
118333,1,2
118330,1,2
118331,2,1
86384,2,13
94059,2,151
855517,2,1
91285,58,606
2365602,1,5
99519,0,12
99518,2,469
99515,3,356
99517,17,607
99516,0,3
91284,2,13
99510,1,2
99513,0,1
90346,2,51
87480,2,608
92652,2,609
92651,2,2
92650,2,9
98622,0,420
85207,2,610
92657,0,3
91287,2,129
92656,2,204
90348,0,215
100168,1,1
100169,3,611
95175,2,432
95174,2,1
95173,0,3
95172,3,284
95171,0,12
100167,2,1
91286,2,68
92659,0,50
95179,2,90
95178,0,22
94588,0,1
92658,3,522
94303,2,7
3160677,1,1
2432719,0,612
112558,2,68
112559,2,1
112557,1,5
94301,0,3
94300,2,239
2959750,1,1
95592,2,613
91464,2,52
88625,3,614
94307,3,232
88624,0,615
88627,0,3
94493,2,13
94492,3,1
94491,37,616
88626,2,1
91468,3,617
94495,0,36
94494,0,618
91465,59,619
88621,2,90
91467,0,105
91466,45,207
91461,0,52
91460,0,22
91463,2,9
2810526,2,30
88623,2,13
94305,0,47
111235,1,2
111236,1,2
111237,1,1
111238,2,2
111239,2,30
94304,2,2
110547,1,1
110546,1,1
110548,1,5
95234,0,5
95235,2,8
99593,2,1
95236,2,92
95230,0,3
95233,2,9
1087980,2,1
1087986,0,12
94167,3,239
98679,2,7
98673,0,22
98671,1,2
98670,1,620
98677,2,259
98676,2,621
98675,2,622
98674,2,475
104496,1,2
104497,1,2
104494,1,5
104495,1,2
104492,2,7
104493,1,5
104490,1,83
104491,1,2
99982,0,1
99983,0,52
99980,0,21
99981,0,21
99986,0,1
99987,1,1
98581,1,3
98580,0,3
98583,2,623
98582,1,1
98585,2,202
2771751,2,2
104720,0,5
104721,2,68
104724,60,624
104725,2,7
104726,1,13
104727,1,30
104729,2,68
820903,1,2
95350,0,625
106380,1,59
106383,1,2
106384,2,13
106385,2,1
106386,0,30
106387,2,1
106388,1,2
102890,1,1
102891,7,5
102892,2,14
102893,2,9
102894,0,12
102895,2,11
102896,0,11
102897,0,36
102898,2,2
102899,2,626
88298,2,1
88299,2,151
96759,2,13
106658,1,5
106659,0,30
94991,2,290
106656,2,68
106657,2,30
106654,1,2
106655,2,1
102762,1,1
102760,0,3
102761,2,206
102766,2,1
102767,0,1
102764,0,12
102765,0,3
112051,2,30
112050,1,1
112052,1,1
108580,2,30
108581,1,83
108582,1,83
108583,1,5
108584,1,2
108585,1,2
108586,1,1
108587,1,5
88466,2,475
94165,0,13
93856,3,523
93857,2,127
103389,0,21
103388,0,52
103383,0,12
103382,3,1
103381,0,627
103386,2,30
103384,2,68
94660,0,3
94661,54,309
96753,3,628
109679,1,5
109678,2,1
88559,3,629
88558,2,630
109671,1,1
109670,1,5
109673,2,631
109672,2,2
109675,1,83
109674,1,5
109677,1,1
109676,1,2
94164,2,30
88306,2,9
103969,0,74
103967,3,89
103966,2,30
103965,2,68
103964,2,68
103963,7,5
103962,1,5
103961,0,12
103960,0,10
1741,1,5
94665,2,350
86234,2,44
86235,2,7
86236,2,632
86237,0,633
86230,2,8
86231,1,1
86232,2,634
94666,1,2
86239,0,52
88302,0,52
88303,2,25
88300,2,44
101529,2,44
101528,2,635
101523,2,128
101525,2,204
101524,0,82
101527,0,1
101526,2,9
102447,0,10
102446,0,52
94029,3,339
99914,0,69
92405,2,636
2399333,1,5
102449,2,637
102448,2,19
2620986,0,52
2620987,0,52
2620981,0,1
92409,2,1
89666,2,1
89667,3,35
89664,0,12
89665,2,638
92562,45,207
89661,2,639
91762,2,13
91763,2,640
95930,2,13
91761,2,641
91766,2,129
91767,0,642
91765,2,643
94963,61,644
94962,3,645
94967,2,646
94966,3,647
94964,2,3
110785,1,5
110784,1,5
111788,1,83
111789,1,5
111784,0,1
111785,1,2
111786,1,30
111787,1,5
111780,1,5
111781,1,5
111782,1,5
111783,1,1
94641,2,1
213505,1,2
85506,1,2
85505,2,7
85504,3,95
85502,2,3
96613,2,13
96612,8,648
96611,2,79
96617,3,567
85501,0,22
96615,1,2
96614,2,649
96619,1,5
97948,0,35
105038,1,1
105033,2,130
105032,1,5
105037,2,13
105035,54,309
105034,0,82
88064,2,650
99928,3,525
90256,2,9
85368,2,651
95549,2,337
94109,3,2
94108,8,630
112693,1,5
104810,0,52
112697,0,346
112696,1,1
112695,2,652
112694,2,1
112699,1,5
112698,0,1
98879,2,9
99429,0,1
95774,0,105
91058,2,141
106719,1,2
106718,2,68
106713,1,5
106712,2,30
106711,1,1
106715,2,653
106714,1,9
99708,2,30
99709,3,41
145787,1,1
99704,3,28
99705,3,28
99706,1,2
95772,0,12
99700,0,36
99702,2,563
99703,2,13
109477,0,131
109476,1,5
109475,1,2
109474,1,5
109473,0,1
109472,0,30
109471,1,5
109470,0,1
99425,2,654
109479,2,1
109478,0,36
110429,2,1
85360,0,655
93221,2,51
145788,2,1
107048,0,21
107049,2,9
107040,2,1
107041,2,21
107042,0,36
107043,1,2
107045,1,5
107046,2,656
107047,0,21
98141,2,7
110998,1,5
110999,1,5
110996,0,12
110997,0,1
110994,0,52
110995,2,68
110992,1,5
110993,0,1
110990,2,1
110991,2,1
98142,2,13
99926,1,1
98145,0,69
98144,3,657
98147,2,76
91870,0,12
93220,0,12
85408,0,658
99927,2,9
91730,0,105
100904,0,659
100905,2,660
100906,1,2
100907,1,3
100901,0,36
100902,2,76
100903,3,1
98422,0,10
98420,0,10
85406,2,13
100908,7,5
100909,0,1
98424,2,13
98425,0,22
104023,0,203
104022,2,88
101053,1,3
104020,1,3
101055,0,661
101054,0,3
104025,2,130
104024,0,346
101059,1,30
101058,0,10
104029,1,5
104028,2,25
98874,2,259
85404,0,36
94003,2,662
97636,0,3
87438,0,663
98876,0,22
99844,0,12
95706,2,127
93195,2,561
105370,2,1
105371,1,1
105372,62,7
105373,2,664
105374,0,12
105375,2,44
105376,0,1
105377,1,5
105378,2,9
98494,1,2
85401,2,13
88755,2,7
86415,1,2
86410,2,13
86412,2,13
108469,1,2
108468,2,68
108467,0,21
108466,1,5
108465,1,5
108464,1,5
108463,1,2
108462,1,2
92466,0,47
1334753,1,2
1334755,1,2
1334757,1,2
85640,0,1
89038,2,44
1208088,7,573
89035,2,665
103028,7,1
103029,2,68
103026,0,3
103027,0,1
103024,2,1
103025,0,1
103023,1,5
103020,2,30
103021,0,666
85642,0,12
100632,2,1
100630,1,2
100631,2,12
100636,0,1
87425,2,1
90984,2,51
100634,2,13
100635,0,3
85644,0,667
97108,2,29
97100,2,9
97101,3,369
97102,0,3
97103,2,668
97104,3,2
97106,2,130
97107,0,669
100599,0,21
100598,0,3
100597,0,2
100596,3,670
100595,2,3
100594,0,35
100593,0,35
100592,2,13
100591,0,3
100590,2,13
88070,2,13
88071,2,414
88072,3,1
88073,63,671
88074,0,12
88075,0,12
88076,0,12
88079,0,3
100049,2,90
100048,2,21
112278,2,57
100042,2,1
100045,2,672
100044,1,1
100047,0,22
100046,0,35
945737,1,5
2781926,1,30
1100582,3,2
90459,2,673
90453,3,674
90457,2,139
90455,2,52
88815,2,9
88810,0,22
91604,2,42
88811,3,50
92792,2,127
92793,2,13
92790,3,7
101316,1,2
101317,0,12
101314,2,1
101315,1,3
101312,2,274
101313,2,7
101310,2,675
101311,2,150
92796,0,3
101318,0,12
101319,0,36
112909,48,676
112908,48,676
112903,2,2
112902,1,5
112901,1,1
112900,1,5
112907,2,30
112906,1,2
112905,1,59
112904,1,2
85139,2,677
93226,0,22
90988,0,105
92083,3,678
92080,15,679
1637175,2,1
88797,0,22
2959738,54,309
2959731,0,1
2959736,1,2
2959737,1,2
2959734,1,5
2959735,2,68
95241,3,2
95240,1,1
95243,0,1
95242,2,91
95245,0,588
95244,0,48
95246,0,22
95248,2,335
92978,2,475
111599,0,52
111598,1,2
111597,1,5
111596,1,5
95864,0,9
95867,2,19
95866,0,12
95860,2,8
95863,0,52
95862,0,3
95869,2,13
90576,2,228
104942,0,1
94870,3,680
104221,2,68
104220,2,1
104223,0,229
104222,0,12
104225,1,1
104224,1,2
104227,0,3
104229,1,1
104228,2,259
87595,0,681
104943,1,2
90598,2,44
99295,2,7
110248,1,59
110249,1,2
110246,1,59
110247,1,5
110244,2,542
110245,1,5
104599,1,2
104598,2,2
104593,1,5
104592,1,2
104591,2,22
104590,1,5
104597,2,664
104595,2,2
104594,2,14
96303,0,3
96302,0,12
96305,3,360
96304,0,36
96306,0,3
98152,0,116
98153,2,0
98150,3,2
98151,0,22
98157,0,12
105178,2,30
105179,1,5
105176,1,1
105177,2,0
105175,2,68
105172,1,1
105173,2,68
105170,2,44
105171,2,68
93838,0,233
93839,0,682
93835,2,683
93836,2,9
93837,2,13
93830,2,9
93831,2,90
93832,0,105
98245,0,22
102339,2,274
102338,0,684
90994,0,233
102331,3,543
102330,0,12
102333,1,1
102332,0,3
102335,0,30
102334,1,5
102337,0,21
102336,0,82
112248,1,5
112249,0,36
112244,48,676
112245,0,1
112246,2,1
112247,2,1
112240,1,5
112241,0,1
112242,0,12
94918,0,12
90590,2,639
96519,3,41
94919,0,3
108664,1,5
108661,1,1
108660,1,2
108663,1,5
108662,1,2
94236,1,1
94235,1,5
94234,15,182
94233,2,561
94232,2,685
94231,2,588
85482,2,686
91159,2,1
91158,0,3
91155,0,687
91157,2,106
91151,2,391
91150,2,13
91153,1,3
1435307,2,7
111924,1,5
111925,17,5
111926,1,1
111927,1,83
111920,2,68
111921,1,2
111922,2,1
111923,1,5
106521,2,1
106522,2,1
111928,1,2
106525,2,1
106526,2,68
106527,1,5
85481,3,137
110753,1,5
109204,1,2
109205,2,1
109206,0,36
109207,1,5
109200,1,2
109202,1,5
109203,2,30
109208,1,83
105958,1,1
105959,2,688
145651,2,1
100207,1,12
100206,40,1
100205,1,2
100204,2,1
100203,1,2
100202,1,1
100201,0,22
100200,0,21
91887,2,40
100209,0,3
100208,0,3
92713,2,290
145729,1,2
145728,1,83
92716,1,2
92717,1,2
106515,1,2
106514,1,5
85566,1,2
106517,1,1
106516,2,30
103747,2,1
106510,0,30
106513,1,2
85561,2,689
106512,1,2
93444,2,437
1289431,0,3
93441,1,5
93440,2,3
93442,0,12
93449,0,52
93448,1,2
94944,0,690
98214,0,3
98216,0,10
98211,0,131
98210,0,3
98213,0,10
98212,3,3
94136,2,2
98219,1,3
98218,0,691
145701,2,30
85563,2,9
99474,0,12
94298,2,588
145700,1,2
87248,2,51
87244,15,347
87245,1,1
87242,2,13
87243,2,13
87241,3,692
145702,1,5
145705,1,5
99475,0,3
145707,1,5
85334,2,561
85336,2,290
86598,3,693
145706,1,5
85568,1,7
86591,0,131
86590,0,694
86593,2,1
86595,0,1
89918,2,97
89919,0,695
89910,2,9
89911,3,696
89912,2,7
89913,0,22
89914,0,233
89915,2,697
89917,2,13
109239,0,12
109238,2,1
2657778,2,1
